策展碼/清單碼,商品名稱,事件計數,購買者總人數,銷售業績,銷售件數
C5845,馬丘MACHILL×Kuromi聯名麻將組,待補,0,4880,1
C9951,精臣_Pro超強運文具福袋,,0,5268,27
C9951,【誠品限定】Tombow 399超強運文具福袋/ 多顆版,,0,5268,27
C0919,德國 子彈筆記本/ / 藍綠/...,,0,3150,5
C9809,CARAN D'ACHE 849 ALPINE...,,0,0,0
C5298,Bellzi Yuni獨角獸,,0,878,2
C6642,酷洛米達摩造型悠遊卡【委託代銷】,,0,18598,96
,,,,,
nan,商品名稱,,0,0,0
nan,2026 誠品1+1計畫者桌曆,,0,3437,18
nan,【誠品限定】eslite X SOU．SOU ABEL力大牌EVO省力降噪封箱膠帶台/...,,0,1300,7
